id	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	otherCatalogNumbers	kingdom	phylum	class	order	family	scientificName	scientificNameAuthorship	genus	specificEpithet	taxonRank	infraspecificEpithet	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	taxonRemarks	identificationQualifier	typeStatus	recordedBy	recordedByID	associatedCollectors	recordNumber	eventDate	year	month	day	startDayOfYear	endDayOfYear	verbatimEventDate	occurrenceRemarks	habitat	substrate	verbatimAttributes	fieldNumber	informationWithheld	dataGeneralizations	dynamicProperties	associatedTaxa	reproductiveCondition	establishmentMeans	cultivationStatus	lifeStage	sex	individualCount	samplingProtocol	samplingEffort	preparations	country	stateProvince	county	municipality	locality	locationRemarks	localitySecurity	localitySecurityReason	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimCoordinates	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	verbatimElevation	disposition	language	recordEnteredBy	modified	sourcePrimaryKey-dbpk	collId	recordId	references
432508	ASU	ASUHIC		PreservedSpecimen	813b94ec-6577-4e5e-a471-581076d257c0	ASUHIC0014176		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stanley C. Williams				1962-06-30	1962	6	30	181			found in burned area											0				can trap			USA	California	San Diego County		Wildcat Canyon		0		32.933646	-116.869053	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:813b94ec-6577-4e5e-a471-581076d257c0	http://scan-bugs.org/portal/collections/individual/index.php?occid=432508
432513	ASU	ASUHIC		PreservedSpecimen	1b7f9f95-18cc-494a-95fd-4d8ac6a76b9d	ASUHIC0014177		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stanley C. Williams				1962-04-22	1962	4	22	112			found in burned area											0				can trap			USA	California	San Diego County		Wildcat Canyon		0		32.933646	-116.869053	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:1b7f9f95-18cc-494a-95fd-4d8ac6a76b9d	http://scan-bugs.org/portal/collections/individual/index.php?occid=432513
432515	ASU	ASUHIC		PreservedSpecimen	6f15b3d4-85a9-4842-9756-617e64a309bf	ASUHIC0014178		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stanley C. Williams				1962-05-12	1962	5	12	132			found in burned area											0				can trap			USA	California	San Diego County		Wildcat Canyon		0		32.933646	-116.869053	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:6f15b3d4-85a9-4842-9756-617e64a309bf	http://scan-bugs.org/portal/collections/individual/index.php?occid=432515
432517	ASU	ASUHIC		PreservedSpecimen	0a196d36-0f00-4554-a3c3-e99acbd88e32	ASUHIC0014179		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stanley C. Williams				1962-06-23	1962	6	23	174			found in burned area											0				can trap			USA	California	San Diego County		Wildcat Canyon		0		32.933646	-116.869053	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:0a196d36-0f00-4554-a3c3-e99acbd88e32	http://scan-bugs.org/portal/collections/individual/index.php?occid=432517
432519	ASU	ASUHIC		PreservedSpecimen	4b5410c1-97a4-4092-82de-19c24e636764	ASUHIC0014180		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stanley C. Williams				1962-05-26	1962	5	26	146			found in burned area											0				can trap			USA	California	San Diego County		Wildcat Canyon		0		32.933646	-116.869053	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:4b5410c1-97a4-4092-82de-19c24e636764	http://scan-bugs.org/portal/collections/individual/index.php?occid=432519
432522	ASU	ASUHIC		PreservedSpecimen	9f9709bc-9115-4eba-a490-aa19cbab2de0	ASUHIC0014181		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stanley C. Williams				1955-04-07	1955	4	7	97			found in sand											0							USA	California	San Diego County		Borrego		0		33.22111	-116.33333	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:9f9709bc-9115-4eba-a490-aa19cbab2de0	http://scan-bugs.org/portal/collections/individual/index.php?occid=432522
432523	ASU	ASUHIC		PreservedSpecimen	02c47b7c-c461-42f5-ad37-8a9b419fb4f4	ASUHIC0014182		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stephen Bair				1966-09-18	1966	9	18	261														0							USA	Arizona	Maricopa County		Granite Reef Dam		0		33.515932	-111.691827	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:02c47b7c-c461-42f5-ad37-8a9b419fb4f4	http://scan-bugs.org/portal/collections/individual/index.php?occid=432523
432524	ASU	ASUHIC		PreservedSpecimen	d19775e8-ccda-4d30-8236-af437897217e	ASUHIC0014183		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stanley C. Williams				1962-05-05	1962	5	5	125	146	1962-05-05 to 1962-05-26	found in 1961 chaparral burn area											0				scorpion pitfall trap			USA	California	San Diego County		Wildcat Canyon, lakeside		0		32.913257	-116.927522	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:d19775e8-ccda-4d30-8236-af437897217e	http://scan-bugs.org/portal/collections/individual/index.php?occid=432524
432525	ASU	ASUHIC		PreservedSpecimen	1a0e7234-d892-4c5b-bab6-b709b53e624b	ASUHIC0014184		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stanley C. Williams				1962-04-25	1962	4	25	115	146		found in chaparral burn area											0				scorpion pitfall trap			USA	California	San Diego County		Wildcat Canyon, lakeside		0		32.913257	-116.927522	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:1a0e7234-d892-4c5b-bab6-b709b53e624b	http://scan-bugs.org/portal/collections/individual/index.php?occid=432525
432526	ASU	ASUHIC		PreservedSpecimen	7f1c8551-d88b-468e-8092-3c8fbe717968	ASUHIC0014185		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Stanley C. Williams				1962-12-02	1962	12	2	336			found in chaparral burn area											0				scorpion pitfall trap			USA	California	San Diego County		Wildcat Canyon, lakeside		0		32.913257	-116.927522	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:7f1c8551-d88b-468e-8092-3c8fbe717968	http://scan-bugs.org/portal/collections/individual/index.php?occid=432526
432527	ASU	ASUHIC		PreservedSpecimen	64db1d5b-f191-4b0e-8ef7-dd4201dd6b46	ASUHIC0014186		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis carinata	LeConte, 1851	Nyctoporis	carinata			Charles A. Triplehorn	1967						Elmer Parsons				1977-07-29	1977	7	29	210														0							USA	California	Orange County		Fullerton		0		33.87028	-117.92444	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:64db1d5b-f191-4b0e-8ef7-dd4201dd6b46	http://scan-bugs.org/portal/collections/individual/index.php?occid=432527
432670	ASU	ASUHIC		PreservedSpecimen	48d16fc2-bc3b-4fce-ac1e-1197139eff32	ASUHIC0014187		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Nyctoporis aequicollis	Eschscholtz, 1831	Nyctoporis	aequicollis			Charles A. Triplehorn	1988						F. Vyse				1970-10-16	1970	10	16	289														0							USA	California	Napa County		Lake Berryessa		0		38.51361	-122.10278	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:48d16fc2-bc3b-4fce-ac1e-1197139eff32	http://scan-bugs.org/portal/collections/individual/index.php?occid=432670
432671	ASU	ASUHIC		PreservedSpecimen	0192a285-cbec-4a4d-80f2-d4d375baa127	ASUHIC0014188		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Cryptoglossa spiculifera	(LeConte, 1861)	Cryptoglossa	spiculifera			Charles A. Triplehorn	1988						M. Bentzien		Bill Fox, Stan Williams		1968-07-08	1968	7	8	190														0							Mexico	Baja California Sur		La Paz Municipality	Southeast side of Isla Espirita Santo		0		24.418757	-110.323978	WGS84			Stephanie Delgado		Google Earth	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:0192a285-cbec-4a4d-80f2-d4d375baa127	http://scan-bugs.org/portal/collections/individual/index.php?occid=432671
432672	ASU	ASUHIC		PreservedSpecimen	98ccbf8f-994f-478c-b620-5746cc87303a	ASUHIC0014189		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Cryptoglossa spiculifera	(LeConte, 1861)	Cryptoglossa	spiculifera			Charles A. Triplehorn	1988						M. Bentzien		Bill Fox, Stan Williams		1968-07-08	1968	7	8	190														0				light			Mexico	Baja California Sur		La Paz Municipality	Southeast side of Isla Espirita Santo		0		24.418757	-110.323978	WGS84			Stephanie Delgado		Google Earth	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:98ccbf8f-994f-478c-b620-5746cc87303a	http://scan-bugs.org/portal/collections/individual/index.php?occid=432672
432673	ASU	ASUHIC		PreservedSpecimen	ac6ffeef-0dbb-4c4c-b34e-dc152d6a8ace	ASUHIC0014190		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Cryptoglossa spiculifera	(LeConte, 1861)	Cryptoglossa	spiculifera			Charles A. Triplehorn	1988						M. Bentzien		Bill Fox, Stan Williams		1968-07-11	1968	7	11	193														0							Mexico	Baja California Sur		La Paz Municipality	Isla La Partida Central Valley		0		24.568306	-110.388171	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:ac6ffeef-0dbb-4c4c-b34e-dc152d6a8ace	http://scan-bugs.org/portal/collections/individual/index.php?occid=432673
432674	ASU	ASUHIC		PreservedSpecimen	24df8e42-03dc-4097-933b-18e2ba4e220c	ASUHIC0014191		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Cryptoglossa spiculifera	(LeConte, 1861)	Cryptoglossa	spiculifera			Charles A. Triplehorn	1988						M. Bentzien		Bill Fox, Stan Williams		1968-07-11	1968	7	11	193														0							Mexico	Baja California Sur		La Paz Municipality	Isla La Partida Central Valley		0		24.568306	-110.388171	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:24df8e42-03dc-4097-933b-18e2ba4e220c	http://scan-bugs.org/portal/collections/individual/index.php?occid=432674
432675	ASU	ASUHIC		PreservedSpecimen	5adb54d7-28ca-4ffd-9373-874b320fb203	ASUHIC0014192		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1967						Jack Strong				1961-04-02	1961	4	2	92														0							USA	Arizona	Maricopa County		Squaw Peak Park		0		33.541969	-112.017107	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:5adb54d7-28ca-4ffd-9373-874b320fb203	http://scan-bugs.org/portal/collections/individual/index.php?occid=432675
432676	ASU	ASUHIC		PreservedSpecimen	891e7594-1be1-443f-a1f2-8bbc827ce7c5	ASUHIC0014193		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1967						Stanley C. Williams				1965-08-21	1965	8	21	233														0							USA	Arizona	Maricopa County		Granite Reef Dam		0		33.515932	-111.691827	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:891e7594-1be1-443f-a1f2-8bbc827ce7c5	http://scan-bugs.org/portal/collections/individual/index.php?occid=432676
432677	ASU	ASUHIC		PreservedSpecimen	4056a282-d3c6-4764-8733-4624c2648f8a	ASUHIC0014194		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1967						J.R. Hull				1969-05-15	1969	5	15	135														0							USA	Arizona	Maricopa County		North Mountain Park, Phoenix		0		33.58528	-112.07167	WGS84			Stephanie Delgado		GeoLocate	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:4056a282-d3c6-4764-8733-4624c2648f8a	http://scan-bugs.org/portal/collections/individual/index.php?occid=432677
482402	ASU	ASUHIC		PreservedSpecimen	0d7b1482-cf35-4880-addd-cb144c268a4d	ASUHIC0014195		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1967						Stanley C. Williams				1966-05-07	1966	5	7	127			found in sand											0							USA	California	San Diego County		Borrego		0		33.22111	-116.33333	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:0d7b1482-cf35-4880-addd-cb144c268a4d	http://scan-bugs.org/portal/collections/individual/index.php?occid=482402
482403	ASU	ASUHIC		PreservedSpecimen	679d26b4-6f1a-41b1-be4d-a00f83fb07d4	ASUHIC0014196		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1967						Stanley C. Williams				1960-05-04	1960	5	4	125			found in sand dunes											0							USA	California	Imperial County				0		32.986414	-115.47106	WGS84			Stephanie Delgado		Google Earth	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:679d26b4-6f1a-41b1-be4d-a00f83fb07d4	http://scan-bugs.org/portal/collections/individual/index.php?occid=482403
482404	ASU	ASUHIC		PreservedSpecimen	470d9769-952d-4ef4-afb1-24c12ae06300	ASUHIC0014197		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:470d9769-952d-4ef4-afb1-24c12ae06300	http://scan-bugs.org/portal/collections/individual/index.php?occid=482404
482405	ASU	ASUHIC		PreservedSpecimen	b35c8ad2-4939-4320-98d7-c6ba715229df	ASUHIC0014198		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:b35c8ad2-4939-4320-98d7-c6ba715229df	http://scan-bugs.org/portal/collections/individual/index.php?occid=482405
482406	ASU	ASUHIC		PreservedSpecimen	56660efe-e039-4a7b-bae3-19966ea28478	ASUHIC0014199		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:56660efe-e039-4a7b-bae3-19966ea28478	http://scan-bugs.org/portal/collections/individual/index.php?occid=482406
482407	ASU	ASUHIC		PreservedSpecimen	1746f4e0-b824-4290-b943-510a8718255c	ASUHIC0014200		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:1746f4e0-b824-4290-b943-510a8718255c	http://scan-bugs.org/portal/collections/individual/index.php?occid=482407
482408	ASU	ASUHIC		PreservedSpecimen	cd04d3b0-49b5-47ff-b4fb-550cb7cab868	ASUHIC0014201		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:cd04d3b0-49b5-47ff-b4fb-550cb7cab868	http://scan-bugs.org/portal/collections/individual/index.php?occid=482408
482409	ASU	ASUHIC		PreservedSpecimen	33a16ff1-46ef-4e1e-995e-f49ccba8d133	ASUHIC0014202		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:33a16ff1-46ef-4e1e-995e-f49ccba8d133	http://scan-bugs.org/portal/collections/individual/index.php?occid=482409
482410	ASU	ASUHIC		PreservedSpecimen	37de9a2b-a61d-4ffa-bd0e-a64ece12f24b	ASUHIC0014203		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:37de9a2b-a61d-4ffa-bd0e-a64ece12f24b	http://scan-bugs.org/portal/collections/individual/index.php?occid=482410
482411	ASU	ASUHIC		PreservedSpecimen	69c2cee9-ed95-4970-bf16-1e60f726e5b8	ASUHIC0014204		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:69c2cee9-ed95-4970-bf16-1e60f726e5b8	http://scan-bugs.org/portal/collections/individual/index.php?occid=482411
482412	ASU	ASUHIC		PreservedSpecimen	f8c70c00-5fdf-4dbd-b8b2-498be0de1e35	ASUHIC0014205		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:f8c70c00-5fdf-4dbd-b8b2-498be0de1e35	http://scan-bugs.org/portal/collections/individual/index.php?occid=482412
482413	ASU	ASUHIC		PreservedSpecimen	4a1119d5-399c-4180-bcb4-2ac1bdb64a75	ASUHIC0014206		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:4a1119d5-399c-4180-bcb4-2ac1bdb64a75	http://scan-bugs.org/portal/collections/individual/index.php?occid=482413
482414	ASU	ASUHIC		PreservedSpecimen	46ac7d4b-972d-4eb5-9990-f22634ccb861	ASUHIC0014207		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:46ac7d4b-972d-4eb5-9990-f22634ccb861	http://scan-bugs.org/portal/collections/individual/index.php?occid=482414
482415	ASU	ASUHIC		PreservedSpecimen	c9341557-d7fd-4fa9-bc92-fde5a145194b	ASUHIC0014208		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:c9341557-d7fd-4fa9-bc92-fde5a145194b	http://scan-bugs.org/portal/collections/individual/index.php?occid=482415
482416	ASU	ASUHIC		PreservedSpecimen	32b245c6-02ef-4875-aa1f-2fcd740f75dc	ASUHIC0014209		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:32b245c6-02ef-4875-aa1f-2fcd740f75dc	http://scan-bugs.org/portal/collections/individual/index.php?occid=482416
482417	ASU	ASUHIC		PreservedSpecimen	b36d0d9a-27da-4476-aaa4-d2d17e784290	ASUHIC0014210		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:b36d0d9a-27da-4476-aaa4-d2d17e784290	http://scan-bugs.org/portal/collections/individual/index.php?occid=482417
482418	ASU	ASUHIC		PreservedSpecimen	6060182b-8c3f-4c88-9278-7324668edaec	ASUHIC0014211		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:6060182b-8c3f-4c88-9278-7324668edaec	http://scan-bugs.org/portal/collections/individual/index.php?occid=482418
482419	ASU	ASUHIC		PreservedSpecimen	d0169bd7-f488-4cf3-a246-ff2bc2b515ab	ASUHIC0014212		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:d0169bd7-f488-4cf3-a246-ff2bc2b515ab	http://scan-bugs.org/portal/collections/individual/index.php?occid=482419
482420	ASU	ASUHIC		PreservedSpecimen	264585f0-389f-4784-becd-df74f5f6d0aa	ASUHIC0014213		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:264585f0-389f-4784-becd-df74f5f6d0aa	http://scan-bugs.org/portal/collections/individual/index.php?occid=482420
482421	ASU	ASUHIC		PreservedSpecimen	04701e36-b0ff-4af1-8d19-c88feb00027c	ASUHIC0014214		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-05-08	1966	5	8	128		1966-05-08 to 1966-05-29												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Stephanie Delgado		SCAN	requires verification										sdelgado	2015-08-11 12:51:11		1	urn:uuid:04701e36-b0ff-4af1-8d19-c88feb00027c	http://scan-bugs.org/portal/collections/individual/index.php?occid=482421
