id	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	otherCatalogNumbers	kingdom	phylum	class	order	family	scientificName	scientificNameAuthorship	genus	specificEpithet	taxonRank	infraspecificEpithet	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	taxonRemarks	identificationQualifier	typeStatus	recordedBy	recordedByID	associatedCollectors	recordNumber	eventDate	year	month	day	startDayOfYear	endDayOfYear	verbatimEventDate	occurrenceRemarks	habitat	substrate	verbatimAttributes	fieldNumber	informationWithheld	dataGeneralizations	dynamicProperties	associatedTaxa	reproductiveCondition	establishmentMeans	cultivationStatus	lifeStage	sex	individualCount	samplingProtocol	samplingEffort	preparations	country	stateProvince	county	municipality	locality	locationRemarks	localitySecurity	localitySecurityReason	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimCoordinates	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	verbatimElevation	disposition	language	recordEnteredBy	modified	sourcePrimaryKey-dbpk	collId	recordId	references
826303	ASU	ASUHIC		PreservedSpecimen	9f7b84de-ee9f-4a3b-a81c-f73c5ce58eeb	ASUHIC0027846		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:9f7b84de-ee9f-4a3b-a81c-f73c5ce58eeb	http://scan-bugs.org/portal/collections/individual/index.php?occid=826303
826304	ASU	ASUHIC		PreservedSpecimen	01efbc7b-1dcc-4a01-a0de-49497fa0a333	ASUHIC0027847		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:01efbc7b-1dcc-4a01-a0de-49497fa0a333	http://scan-bugs.org/portal/collections/individual/index.php?occid=826304
826305	ASU	ASUHIC		PreservedSpecimen	d8832d87-3bd4-4870-bd73-585b4a6f69b8	ASUHIC0027848		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:d8832d87-3bd4-4870-bd73-585b4a6f69b8	http://scan-bugs.org/portal/collections/individual/index.php?occid=826305
826306	ASU	ASUHIC		PreservedSpecimen	8275a2d0-c5ef-4efc-9499-5a2bd46a4289	ASUHIC0027849		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:8275a2d0-c5ef-4efc-9499-5a2bd46a4289	http://scan-bugs.org/portal/collections/individual/index.php?occid=826306
826307	ASU	ASUHIC		PreservedSpecimen	9485b18e-9adb-40a0-96ef-60605bea5a0f	ASUHIC0027850		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:9485b18e-9adb-40a0-96ef-60605bea5a0f	http://scan-bugs.org/portal/collections/individual/index.php?occid=826307
826308	ASU	ASUHIC		PreservedSpecimen	7224912f-ca9e-45f0-921c-ffebb0131876	ASUHIC0027851		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:7224912f-ca9e-45f0-921c-ffebb0131876	http://scan-bugs.org/portal/collections/individual/index.php?occid=826308
826309	ASU	ASUHIC		PreservedSpecimen	893a96ea-0660-4719-a06c-6a2924db59c3	ASUHIC0027852		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:893a96ea-0660-4719-a06c-6a2924db59c3	http://scan-bugs.org/portal/collections/individual/index.php?occid=826309
826310	ASU	ASUHIC		PreservedSpecimen	7301d36c-8697-4203-948d-eca4f5309cb3	ASUHIC0027853		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:7301d36c-8697-4203-948d-eca4f5309cb3	http://scan-bugs.org/portal/collections/individual/index.php?occid=826310
826311	ASU	ASUHIC		PreservedSpecimen	119344bd-11e3-43e0-8835-a75f632e74a2	ASUHIC0027854		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1965-06-06	1965	6	6	157		1965-06-06 to 1965-06-27												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:119344bd-11e3-43e0-8835-a75f632e74a2	http://scan-bugs.org/portal/collections/individual/index.php?occid=826311
826312	ASU	ASUHIC		PreservedSpecimen	48c97d7d-616b-492d-9d2c-513990324e09	ASUHIC0027855		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1965-06-06	1965	6	6	157		1965-06-06 to 1965-06-27												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:48c97d7d-616b-492d-9d2c-513990324e09	http://scan-bugs.org/portal/collections/individual/index.php?occid=826312
826313	ASU	ASUHIC		PreservedSpecimen	ebc192e9-e6ea-417c-a761-8d95b603c0df	ASUHIC0027856		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:ebc192e9-e6ea-417c-a761-8d95b603c0df	http://scan-bugs.org/portal/collections/individual/index.php?occid=826313
826314	ASU	ASUHIC		PreservedSpecimen	3c211872-32ef-458f-9728-2af50445e11c	ASUHIC0027857		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:3c211872-32ef-458f-9728-2af50445e11c	http://scan-bugs.org/portal/collections/individual/index.php?occid=826314
826315	ASU	ASUHIC		PreservedSpecimen	7a2584a0-bfab-491e-8337-31e7578ce4a8	ASUHIC0027858		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:7a2584a0-bfab-491e-8337-31e7578ce4a8	http://scan-bugs.org/portal/collections/individual/index.php?occid=826315
826316	ASU	ASUHIC		PreservedSpecimen	e4871a08-fd46-4b06-9907-2ac5867c165f	ASUHIC0027859		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:e4871a08-fd46-4b06-9907-2ac5867c165f	http://scan-bugs.org/portal/collections/individual/index.php?occid=826316
826317	ASU	ASUHIC		PreservedSpecimen	d1aabc49-6003-4e30-b33d-d1806e1cc299	ASUHIC0027860		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:d1aabc49-6003-4e30-b33d-d1806e1cc299	http://scan-bugs.org/portal/collections/individual/index.php?occid=826317
826318	ASU	ASUHIC		PreservedSpecimen	ef64afbc-de3c-4337-98c8-bd351c8b012d	ASUHIC0027861		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:ef64afbc-de3c-4337-98c8-bd351c8b012d	http://scan-bugs.org/portal/collections/individual/index.php?occid=826318
826319	ASU	ASUHIC		PreservedSpecimen	666b23e3-b77f-4cd5-bc85-4b48da35db2d	ASUHIC0027862		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:666b23e3-b77f-4cd5-bc85-4b48da35db2d	http://scan-bugs.org/portal/collections/individual/index.php?occid=826319
826320	ASU	ASUHIC		PreservedSpecimen	121e8708-d6b3-4aa5-b630-c329235e50f4	ASUHIC0027863		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:121e8708-d6b3-4aa5-b630-c329235e50f4	http://scan-bugs.org/portal/collections/individual/index.php?occid=826320
826321	ASU	ASUHIC		PreservedSpecimen	2d311db2-4cd6-423b-8b34-b8b463dc8a45	ASUHIC0027864		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:2d311db2-4cd6-423b-8b34-b8b463dc8a45	http://scan-bugs.org/portal/collections/individual/index.php?occid=826321
826322	ASU	ASUHIC		PreservedSpecimen	d7e85faa-9eb8-4d78-96f6-7a9ccf939acc	ASUHIC0027865		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:d7e85faa-9eb8-4d78-96f6-7a9ccf939acc	http://scan-bugs.org/portal/collections/individual/index.php?occid=826322
826323	ASU	ASUHIC		PreservedSpecimen	d5540cd9-3921-422c-ab25-33647548d67e	ASUHIC0027866		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:d5540cd9-3921-422c-ab25-33647548d67e	http://scan-bugs.org/portal/collections/individual/index.php?occid=826323
826324	ASU	ASUHIC		PreservedSpecimen	8e8c18b1-2762-49ea-8d5e-94e617e47007	ASUHIC0027867		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:8e8c18b1-2762-49ea-8d5e-94e617e47007	http://scan-bugs.org/portal/collections/individual/index.php?occid=826324
826325	ASU	ASUHIC		PreservedSpecimen	08602565-acc4-4671-be33-be60471ea39c	ASUHIC0027868		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:08602565-acc4-4671-be33-be60471ea39c	http://scan-bugs.org/portal/collections/individual/index.php?occid=826325
826326	ASU	ASUHIC		PreservedSpecimen	fb22810a-a83b-4d46-a066-0ebd29da1e90	ASUHIC0027869		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-07-03	1966	7	3	184														0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:fb22810a-a83b-4d46-a066-0ebd29da1e90	http://scan-bugs.org/portal/collections/individual/index.php?occid=826326
826328	ASU	ASUHIC		PreservedSpecimen	e3848810-bc4d-497e-9777-f21c2782bc4d	ASUHIC0027870		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:e3848810-bc4d-497e-9777-f21c2782bc4d	http://scan-bugs.org/portal/collections/individual/index.php?occid=826328
826329	ASU	ASUHIC		PreservedSpecimen	4b51921d-a002-40b0-82fa-ba567175d4f0	ASUHIC0027871		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:4b51921d-a002-40b0-82fa-ba567175d4f0	http://scan-bugs.org/portal/collections/individual/index.php?occid=826329
826330	ASU	ASUHIC		PreservedSpecimen	40ffcf42-5d8d-4d93-9c66-af5869054c49	ASUHIC0027872		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:40ffcf42-5d8d-4d93-9c66-af5869054c49	http://scan-bugs.org/portal/collections/individual/index.php?occid=826330
826331	ASU	ASUHIC		PreservedSpecimen	ddd44804-8475-4ca8-ae58-3059b142b855	ASUHIC0027873		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:ddd44804-8475-4ca8-ae58-3059b142b855	http://scan-bugs.org/portal/collections/individual/index.php?occid=826331
826332	ASU	ASUHIC		PreservedSpecimen	6bfa007d-0752-4c55-bcaf-d223babe9f15	ASUHIC0027874		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:6bfa007d-0752-4c55-bcaf-d223babe9f15	http://scan-bugs.org/portal/collections/individual/index.php?occid=826332
826333	ASU	ASUHIC		PreservedSpecimen	b8de5ee8-0dcf-4e46-a440-2a43e51f3ff6	ASUHIC0027875		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:b8de5ee8-0dcf-4e46-a440-2a43e51f3ff6	http://scan-bugs.org/portal/collections/individual/index.php?occid=826333
826334	ASU	ASUHIC		PreservedSpecimen	57cc03d1-1948-4da7-b9df-374abfdc6a29	ASUHIC0027876		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:57cc03d1-1948-4da7-b9df-374abfdc6a29	http://scan-bugs.org/portal/collections/individual/index.php?occid=826334
826335	ASU	ASUHIC		PreservedSpecimen	b616d301-af52-4f0c-ad25-25a14e17f1a7	ASUHIC0027877		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:b616d301-af52-4f0c-ad25-25a14e17f1a7	http://scan-bugs.org/portal/collections/individual/index.php?occid=826335
826336	ASU	ASUHIC		PreservedSpecimen	7a7ffa49-fb34-4d60-9d40-279a1cec0f2e	ASUHIC0027878		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:7a7ffa49-fb34-4d60-9d40-279a1cec0f2e	http://scan-bugs.org/portal/collections/individual/index.php?occid=826336
826337	ASU	ASUHIC		PreservedSpecimen	f91d91dc-5c69-48ac-b19a-30ca09b17b1e	ASUHIC0027879		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:f91d91dc-5c69-48ac-b19a-30ca09b17b1e	http://scan-bugs.org/portal/collections/individual/index.php?occid=826337
826338	ASU	ASUHIC		PreservedSpecimen	922e0cdb-9b77-47ea-b2d4-2ea94e32caee	ASUHIC0027880		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:922e0cdb-9b77-47ea-b2d4-2ea94e32caee	http://scan-bugs.org/portal/collections/individual/index.php?occid=826338
826339	ASU	ASUHIC		PreservedSpecimen	1944114a-fac5-407b-a449-4cee984ee941	ASUHIC0027881		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:1944114a-fac5-407b-a449-4cee984ee941	http://scan-bugs.org/portal/collections/individual/index.php?occid=826339
826340	ASU	ASUHIC		PreservedSpecimen	ddaf8f30-efbc-4c2f-82a5-d7c92f66177b	ASUHIC0027882		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:ddaf8f30-efbc-4c2f-82a5-d7c92f66177b	http://scan-bugs.org/portal/collections/individual/index.php?occid=826340
826341	ASU	ASUHIC		PreservedSpecimen	6ae76050-6a29-4b7a-96b5-f5b6cf12454d	ASUHIC0027883		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:6ae76050-6a29-4b7a-96b5-f5b6cf12454d	http://scan-bugs.org/portal/collections/individual/index.php?occid=826341
826342	ASU	ASUHIC		PreservedSpecimen	795c7557-e04a-4c2b-8ccc-917adbcb9f26	ASUHIC0027884		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:795c7557-e04a-4c2b-8ccc-917adbcb9f26	http://scan-bugs.org/portal/collections/individual/index.php?occid=826342
826343	ASU	ASUHIC		PreservedSpecimen	1584d420-7d30-48fc-8b8b-e33954ad036a	ASUHIC0027885		Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Centrioptera muricata	LeConte, 1851	Centrioptera	muricata			Charles A. Triplehorn	1968						Stanley C. Williams				1966-06-05	1966	6	5	156		1966-06-05 to 1966-06-30												0				scorpion pitfall trap			USA	Arizona	Maricopa County		South Mountain Regional Park		0		33.350437	-112.074373	WGS84			Catherine Mercado		SCAN	requires verification										camercad	2015-08-11 12:51:11		1	urn:uuid:1584d420-7d30-48fc-8b8b-e33954ad036a	http://scan-bugs.org/portal/collections/individual/index.php?occid=826343
